ID,Nominee,Party,Gender,State,Region,WiderRegion,Type,Race,Class,Incumbent,Victor,Votes,Share,Total,HeldBy,Hometown,ElectionDay,ElectionYear,YearType,LastElection,Final,Special,Runoff
1129,Rhoda R. Taylor-Young,Independent,Female,Virginia,South Atlantic,South,House,VA-03,Class 1,FALSE,FALSE,0,0.0,314397,Democratic,"Norfolk, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1130,William J. Moher III,Republican,Male,Virginia,South Atlantic,South,House,VA-04,Class 1,FALSE,FALSE,121814,0.3244,375508,Democratic,"Arlington, Virginia",2024-11-05,2024,Presidential,2023-02-21,TRUE,FALSE,FALSE
1131,Jennifer L. McClellan,Democratic,Female,Virginia,South Atlantic,South,House,VA-04,Class 1,TRUE,TRUE,252885,0.6734,375508,Democratic,"Richmond, Virginia",2024-11-05,2024,Presidential,2023-02-21,TRUE,FALSE,FALSE
1132,John J. McGuire III,Republican,Male,Virginia,South Atlantic,South,House,VA-05,Class 1,FALSE,TRUE,249564,0.5726,435839,Republican,"Manakin Sabot, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1133,Gloria Tinsley Witt,Democratic,Female,Virginia,South Atlantic,South,House,VA-05,Class 1,FALSE,FALSE,184229,0.4227,435839,Republican,"Lynchburg, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1134,Benjamin L. Cline,Republican,Male,Virginia,South Atlantic,South,House,VA-06,Class 1,TRUE,TRUE,256933,0.6312,407035,Republican,"Botetourt, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1135,Kenneth L. Mitchell,Democratic,Male,Virginia,South Atlantic,South,House,VA-06,Class 1,FALSE,FALSE,141612,0.3479,407035,Republican,"Harrisonburg, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1136,"Robert C. Wells, Jr.",Independent,Male,Virginia,South Atlantic,South,House,VA-06,Class 1,FALSE,FALSE,7980,0.0196,407035,Republican,"Roanoke, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1137,Derrick M. Anderson,Republican,Male,Virginia,South Atlantic,South,House,VA-07,Class 1,FALSE,FALSE,192847,0.4854,397299,Democratic,"Fredericksburg, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1138,Eugene S. Vindman,Democratic,Male,Virginia,South Atlantic,South,House,VA-07,Class 1,FALSE,TRUE,203336,0.5118,397299,Democratic,"Dumfries, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1139,Jerry W. Torres,Republican,Male,Virginia,South Atlantic,South,House,VA-08,Class 1,FALSE,FALSE,94676,0.2466,383915,Democratic,"Alexandria, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1140,"Donald S. Beyer, Jr.",Democratic,Male,Virginia,South Atlantic,South,House,VA-08,Class 1,TRUE,TRUE,274593,0.7152,383915,Democratic,"Alexandria, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1141,Bentley F. Hensel,Independent,Male,Virginia,South Atlantic,South,House,VA-08,Class 1,FALSE,FALSE,3656,0.0095,383915,Democratic,"Arlington, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1142,David R. Kennedy,Independent,Male,Virginia,South Atlantic,South,House,VA-08,Class 1,FALSE,FALSE,9956,0.0259,383915,Democratic,"Arlington, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1143,H. Morgan Griffith,Republican,Male,Virginia,South Atlantic,South,House,VA-09,Class 1,TRUE,TRUE,290645,0.7249,400963,Republican,"Salem, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1144,Karen G.H. Baker,Democratic,Female,Virginia,South Atlantic,South,House,VA-09,Class 1,FALSE,FALSE,109570,0.2733,400963,Republican,"Floyd, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1145,Michael W. Clancy,Republican,Male,Virginia,South Atlantic,South,House,VA-10,Class 1,FALSE,FALSE,196343,0.4754,413012,Democratic,"Sterling, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1146,Suhas M. Subramanyam,Democratic,Male,Virginia,South Atlantic,South,House,VA-10,Class 1,FALSE,TRUE,215131,0.5209,413012,Democratic,"Ashburn, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1147,Michael L. Van Meter,Republican,Male,Virginia,South Atlantic,South,House,VA-11,Class 1,FALSE,FALSE,134802,0.3286,410186,Democratic,"Springfield, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1148,Gerald E. Connolly,Democratic,Male,Virginia,South Atlantic,South,House,VA-11,Class 1,TRUE,TRUE,273529,0.6668,410186,Democratic,"Fairfax, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1149,Raul J. Garcia,Republican,Male,Washington,Pacific,West,Senate,WA-Sen,Class 1,FALSE,FALSE,1549187,0.4064,3812391,Democratic,"Snohomish, Washington",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1150,Maria E. Cantwell,Democratic,Female,Washington,Pacific,West,Senate,WA-Sen,Class 1,TRUE,TRUE,2252577,0.5909,3812391,Democratic,"Edmonds, Washington",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1151,James E. Brewer,Republican,Male,Washington,Pacific,West,House,WA-01,Class 1,FALSE,FALSE,132538,0.3675,360658,Democratic,"Snohomish, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1152,Suzan K. DelBene,Democratic,Female,Washington,Pacific,West,House,WA-01,Class 1,TRUE,TRUE,227213,0.63,360658,Democratic,"Medina, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1153,Cody Russell Hart,Republican,Male,Washington,Pacific,West,House,WA-02,Class 1,FALSE,FALSE,148167,0.3586,413220,Democratic,"Sedro-Woolley, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1154,Richard R. Larsen,Democratic,Male,Washington,Pacific,West,House,WA-02,Class 1,TRUE,TRUE,263750,0.6383,413220,Democratic,"Everett, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1155,Joseph C. Kent,Republican,Male,Washington,Pacific,West,House,WA-03,Class 1,FALSE,FALSE,199054,0.4786,415904,Democratic,"Battle Ground, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1156,K. Marie Gluesenkamp Perez,Democratic,Female,Washington,Pacific,West,House,WA-03,Class 1,TRUE,TRUE,215177,0.5174,415904,Democratic,"Washougal, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1157,Daniel M. Newhouse,Republican,Male,Washington,Pacific,West,House,WA-04,Class 1,TRUE,TRUE,153477,0.5202,295052,Republican,"Sunnyside, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1158,Jerrold C. Sessler,Republican,Male,Washington,Pacific,West,House,WA-04,Class 1,FALSE,FALSE,136175,0.4615,295052,Republican,"Prosser, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1159,Michael J. Baumgartner,Republican,Male,Washington,Pacific,West,House,WA-05,Class 1,FALSE,TRUE,240619,0.6057,397286,Republican,"Spokane, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1160,Carmela Ann Conroy,Democratic,Female,Washington,Pacific,West,House,WA-05,Class 1,FALSE,FALSE,156074,0.3929,397286,Republican,"Spokane, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1161,Drew Christian MacEwen,Republican,Male,Washington,Pacific,West,House,WA-06,Class 1,FALSE,FALSE,182182,0.4311,422622,Democratic,"Union, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1162,Emily E. Randall,Democratic,Female,Washington,Pacific,West,House,WA-06,Class 1,FALSE,TRUE,239687,0.5671,422622,Democratic,"Orchard, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1163,Daniel Alexander,Republican,Male,Washington,Pacific,West,House,WA-07,Class 1,FALSE,FALSE,66220,0.1577,419819,Democratic,"Seattle, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1164,Pramila Jayapal,Democratic,Female,Washington,Pacific,West,House,WA-07,Class 1,TRUE,TRUE,352286,0.8391,419819,Democratic,"Seattle, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1165,Carmen M. Goers,Republican,Female,Washington,Pacific,West,House,WA-08,Class 1,FALSE,FALSE,190675,0.458,416277,Democratic,"Auburn, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1166,Kimberly M. Schrier,Democratic,Female,Washington,Pacific,West,House,WA-08,Class 1,TRUE,TRUE,224607,0.5396,416277,Democratic,"Sammamish, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1167,Melissa R. Chaudhry,Democratic,Female,Washington,Pacific,West,House,WA-09,Class 1,FALSE,FALSE,90601,0.3244,279298,Democratic,"Seattle, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1168,D. Adam Smith,Democratic,Male,Washington,Pacific,West,House,WA-09,Class 1,TRUE,TRUE,182780,0.6544,279298,Democratic,"Bellevue, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1169,Donald G. Hewett,Republican,Male,Washington,Pacific,West,House,WA-10,Class 1,FALSE,FALSE,143492,0.4123,348044,Democratic,"Lacey, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1170,Marilyn Strickland,Democratic,Female,Washington,Pacific,West,House,WA-10,Class 1,TRUE,TRUE,203732,0.5854,348044,Democratic,"Tacoma, Washington",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1171,James C. Justice II,Republican,Male,West Virginia,South Atlantic,South,Senate,WV-Sen,Class 1,FALSE,TRUE,514079,0.6875,747702,Democratic,"Lewisburg, West Virginia",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1172,"Glenn F. Elliot, Jr.",Democratic,Male,West Virginia,South Atlantic,South,Senate,WV-Sen,Class 1,FALSE,FALSE,207548,0.2776,747702,Democratic,"Wheeling, West Virginia",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1173,David D. Moran,Libertarian,Male,West Virginia,South Atlantic,South,Senate,WV-Sen,Class 1,FALSE,FALSE,26075,0.0349,747702,Democratic,"Eglon, West Virginia",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1174,Carol D. Miller,Republican,Female,West Virginia,South Atlantic,South,House,WV-01,Class 1,TRUE,TRUE,228491,0.6639,344145,Republican,"Huntington, West Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1175,Chris Bob Reed,Democratic,Male,West Virginia,South Atlantic,South,House,WV-01,Class 1,FALSE,FALSE,90038,0.2616,344145,Republican,"Charleston, West Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1176,"Wesley W. Holden, Jr.",Independent,Male,West Virginia,South Atlantic,South,House,WV-01,Class 1,FALSE,FALSE,25616,0.0744,344145,Republican,"Sissonville, West Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1177,Riley M. Moore,Republican,Male,West Virginia,South Atlantic,South,House,WV-02,Class 1,FALSE,TRUE,268190,0.7077,378965,Republican,"Harpers Ferry, West Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1178,Steven M. Wendelin,Democratic,Male,West Virginia,South Atlantic,South,House,WV-02,Class 1,FALSE,FALSE,110775,0.2923,378965,Republican,"Lost River, West Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1179,Eric D. Hovde,Republican,Male,Wisconsin,Great Lakes,Midwest,Senate,WI-Sen,Class 1,FALSE,FALSE,1643996,0.4848,3390787,Democratic,"Madison, Wisconsin",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1180,Tammy S.G. Baldwin,Democratic,Female,Wisconsin,Great Lakes,Midwest,Senate,WI-Sen,Class 1,TRUE,TRUE,1672777,0.4933,3390787,Democratic,"Madison, Wisconsin",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1181,Phillip N. Anderson,Disrupt the Corruption,Male,Wisconsin,Great Lakes,Midwest,Senate,WI-Sen,Class 1,FALSE,FALSE,42315,0.0125,3390787,Democratic,"Middleton, Wisconsin",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1182,Thomas C. Leager,America First,Male,Wisconsin,Great Lakes,Midwest,Senate,WI-Sen,Class 1,FALSE,FALSE,28751,0.0085,3390787,Democratic,"Madison, Wisconsin",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1183,Bryan G. Steil,Republican,Male,Wisconsin,Great Lakes,Midwest,House,WI-01,Class 1,TRUE,TRUE,212515,0.5401,393493,Republican,"Janesville, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1184,Peter W. Barca,Democratic,Male,Wisconsin,Great Lakes,Midwest,House,WI-01,Class 1,FALSE,FALSE,172402,0.4381,393493,Republican,"Kenosha, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1185,"Chester S. Todd, Jr.",Green,Male,Wisconsin,Great Lakes,Midwest,House,WI-01,Class 1,FALSE,FALSE,8191,0.0208,393493,Republican,"Racine, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1186,Erik S. Olsen,Republican,Male,Wisconsin,Great Lakes,Midwest,House,WI-02,Class 1,FALSE,FALSE,136357,0.2982,457257,Democratic,"Madison, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1187,Mark W. Pocan,Democratic,Male,Wisconsin,Great Lakes,Midwest,House,WI-02,Class 1,TRUE,TRUE,320317,0.7005,457257,Democratic,"Town of Vermont, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1188,Derrick F. Van Orden,Republican,Male,Wisconsin,Great Lakes,Midwest,House,WI-03,Class 1,TRUE,TRUE,212064,0.5132,413181,Republican,"Prairie du Chien, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1189,Rebecca J. Cooke,Democratic,Female,Wisconsin,Great Lakes,Midwest,House,WI-03,Class 1,FALSE,FALSE,200808,0.486,413181,Republican,"Eau Claire, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1190,Timothy L. Rogers,Republican,Male,Wisconsin,Great Lakes,Midwest,House,WI-04,Class 1,FALSE,FALSE,74921,0.2241,334282,Democratic,"Milwaukee, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1191,Gwendolynne S. Moore,Democratic,Female,Wisconsin,Great Lakes,Midwest,House,WI-04,Class 1,TRUE,TRUE,249938,0.7477,334282,Democratic,"Milwaukee, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1192,Robert R. Raymond,Independent,Male,Wisconsin,Great Lakes,Midwest,House,WI-04,Class 1,FALSE,FALSE,8792,0.0263,334282,Democratic,"Milwaukee, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1193,Scott L. Fitzgerald,Republican,Male,Wisconsin,Great Lakes,Midwest,House,WI-05,Class 1,TRUE,TRUE,300521,0.644,466682,Republican,"Clyman, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1194,Benjamin R. Steinhoff,Democratic,Male,Wisconsin,Great Lakes,Midwest,House,WI-05,Class 1,FALSE,FALSE,165653,0.355,466682,Republican,"Pewaukee, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1195,Glenn S. Grothman,Republican,Male,Wisconsin,Great Lakes,Midwest,House,WI-06,Class 1,TRUE,TRUE,251889,0.6123,411349,Republican,"Glenbeulah, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1196,John Salvatore Zarbano,Democratic,Male,Wisconsin,Great Lakes,Midwest,House,WI-06,Class 1,FALSE,FALSE,159042,0.3866,411349,Republican,"Oshkosh, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1197,Thomas P. Tiffany,Republican,Male,Wisconsin,Great Lakes,Midwest,House,WI-07,Class 1,TRUE,TRUE,273553,0.6356,430384,Republican,"Minocqua, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1198,Kyle L. Kilbourn,Democratic,Male,Wisconsin,Great Lakes,Midwest,House,WI-07,Class 1,FALSE,FALSE,156524,0.3637,430384,Republican,"Harshaw, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1199,Anthony C. Wied,Republican,Male,Wisconsin,Great Lakes,Midwest,House,WI-08 (Special),Class 3,FALSE,TRUE,242003,0.5715,423431,Republican,"De Pere, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,TRUE,FALSE
1200,Kristin M. Lyerly,Democratic,Female,Wisconsin,Great Lakes,Midwest,House,WI-08 (Special),Class 3,FALSE,FALSE,181196,0.4279,423431,Republican,"De Pere, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,TRUE,FALSE
1201,Anthony C. Wied,Republican,Male,Wisconsin,Great Lakes,Midwest,House,WI-08,Class 1,FALSE,TRUE,240040,0.5729,418978,Republican,"De Pere, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1202,Kristin M. Lyerly,Democratic,Female,Wisconsin,Great Lakes,Midwest,House,WI-08,Class 1,FALSE,FALSE,178666,0.4264,418978,Republican,"De Pere, Wisconsin",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1203,John A. Barrasso III,Republican,Male,Wyoming,Mountain,West,Senate,WY-Sen,Class 1,TRUE,TRUE,198418,0.7511,264162,Republican,"Casper, Wyoming",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1204,Scott D. Morrow,Democratic,Male,Wyoming,Mountain,West,Senate,WY-Sen,Class 1,FALSE,FALSE,63727,0.2412,264162,Republican,"Laramie, Wyoming",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1205,Harriet M. Hageman,Republican,Female,Wyoming,Mountain,West,House,WY-AL,Class 1,TRUE,TRUE,184680,0.7061,261548,Republican,"Cheyenne, Wyoming",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1206,Kyle G. Cameron,Democratic,Male,Wyoming,Mountain,West,House,WY-AL,Class 1,FALSE,FALSE,60778,0.2324,261548,Republican,"Cheyenne, Wyoming",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1207,Richard P. Brubaker,Libertarian,Male,Wyoming,Mountain,West,House,WY-AL,Class 1,FALSE,FALSE,9223,0.0353,261548,Republican,"Riverton, Wyoming",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1208,Jeffrey A. Haggit,Constitution,Male,Wyoming,Mountain,West,House,WY-AL,Class 1,FALSE,FALSE,5362,0.0205,261548,Republican,"Mountain View, Wyoming",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1209,Amata C. Coleman Radewagen,Republican,Female,American Samoa,United States Territories,Territory,Delegate,AS-Del,Class 1,TRUE,TRUE,7394,0.7478,9888,Republican,"Pago Pago, American Samoa",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1210,"Louise Lealai ""Luisa"" Kuaea",Democratic,Female,American Samoa,United States Territories,Territory,Delegate,AS-Del,Class 1,FALSE,FALSE,1840,0.1861,9888,Republican,"Mapusaga, American Samoa",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1211,Meleagi Suitonu-Chapman,Democratic,Female,American Samoa,United States Territories,Territory,Delegate,AS-Del,Class 1,FALSE,FALSE,185,0.0187,9888,Republican,"Fitiuta, American Samoa",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1212,Fualaau Rosie Tago Lancaster,Independent,Female,American Samoa,United States Territories,Territory,Delegate,AS-Del,Class 1,FALSE,FALSE,469,0.0474,9888,Republican,"Nuuuli, American Samoa",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1213,Myrtle Patricia Alexander,Republican,Female,District of Columbia,United States Territories,Territory,Delegate,DC-Del,Class 1,FALSE,FALSE,19765,0.0633,312211,Democratic,District of Columbia,2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1214,Eleanor K. Holmes Norton,Democratic,Female,District of Columbia,United States Territories,Territory,Delegate,DC-Del,Class 1,TRUE,TRUE,251540,0.8057,312211,Democratic,District of Columbia,2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1215,Michael A. Brown,Independent,Male,District of Columbia,United States Territories,Territory,Delegate,DC-Del,Class 1,FALSE,FALSE,19033,0.061,312211,Democratic,District of Columbia,2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1216,Kymone Tecumseh Freeman,D.C. Statehood Green,Male,District of Columbia,United States Territories,Territory,Delegate,DC-Del,Class 1,FALSE,FALSE,21873,0.0701,312211,Democratic,District of Columbia,2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1217,James C. Moylan,Republican,Male,Guam,United States Territories,Territory,Delegate,GU-Del,Class 1,TRUE,TRUE,15573,0.527,29551,Republican,"Tumon, Guam",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1218,Ginger M. Cruz,Democratic,Female,Guam,United States Territories,Territory,Delegate,GU-Del,Class 1,FALSE,FALSE,13829,0.468,29551,Republican,"Tamuning, Guam",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1219,Kimberlyn Kay King-Hinds,Republican,Female,Northern Mariana Islands,United States Territories,Territory,Delegate,NMI-Del,Class 1,FALSE,TRUE,4931,0.4034,12225,Democratic,"Tinian, Northern Mariana Islands",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1220,Edwin Kenneth Propst,Democratic,Male,Northern Mariana Islands,United States Territories,Territory,Delegate,NMI-Del,Class 1,FALSE,FALSE,4067,0.3327,12225,Democratic,"Saipan, Northern Mariana Islands",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1221,John Oliver Delos Reyes Gonzales,Independent,Male,Northern Mariana Islands,United States Territories,Territory,Delegate,NMI-Del,Class 1,FALSE,FALSE,2282,0.1867,12225,Democratic,"Saipan, Northern Mariana Islands",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1222,Liana Sablan Hofschneider,Independent,Female,Northern Mariana Islands,United States Territories,Territory,Delegate,NMI-Del,Class 1,FALSE,FALSE,280,0.0229,12225,Democratic,"Saipan, Northern Mariana Islands",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1223,James Michael Rayphand,Independent,Male,Northern Mariana Islands,United States Territories,Territory,Delegate,NMI-Del,Class 1,FALSE,FALSE,665,0.0544,12225,Democratic,"Saipan, Northern Mariana Islands",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1224,Pablo José Hernández Rivera,Popular Democratic Party,Male,Puerto Rico,United States Territories,Territory,Delegate,PR-Del,Class 1,FALSE,TRUE,482938,0.4455,1083922,New Progressive Party,"San Juan, Puerto Rico",2024-11-05,2024,Presidential,2020-11-03,TRUE,FALSE,FALSE
